<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.06.30	09:07:07.899			14.040	14.00000000	56
2026.06.30	09:07:07.899			14.040	30.00000000	56
2026.06.30	09:07:07.903			14.040	41.00000000	56
2026.06.30	09:07:07.903			14.040	27.00000000	56
2026.06.30	09:07:07.908			14.040	73.00000000	56
2026.06.30	09:07:07.913			14.040	5.00000000	56
2026.06.30	09:07:07.914			14.040	23.00000000	56
2026.06.30	09:07:07.915			14.040	46.00000000	56
2026.06.30	09:07:07.918			14.040	36.00000000	56
2026.06.30	09:07:07.923			14.040	73.00000000	56
2026.06.30	09:07:07.927			14.040	23.00000000	56
2026.06.30	09:07:07.933			14.040	64.00000000	56
2026.06.30	09:07:07.936			14.040	5.00000000	56
2026.06.30	09:07:16.353		14.040			4
2026.06.30	09:07:57.689			14.040	22.00000000	56
2026.06.30	09:07:57.691			14.040	46.00000000	56
2026.06.30	09:07:57.710			14.040	69.00000000	56
2026.06.30	09:07:57.716			14.040	350.00000000	56
2026.06.30	09:07:57.720			14.040	68.00000000	56
2026.06.30	09:07:57.727			14.040	69.00000000	56
2026.06.30	09:07:57.729			14.040	18.00000000	56
2026.06.30	09:07:57.736	14.040				2
2026.06.30	09:07:57.736		14.045			4
2026.06.30	09:08:00.027	14.040				2
2026.06.30	09:08:03.268			14.045	5.00000000	56
2026.06.30	09:08:03.270			14.045	64.00000000	56
2026.06.30	09:08:11.698			14.045	69.00000000	56
2026.06.30	09:08:11.709			14.045	68.00000000	56
2026.06.30	09:08:11.720			14.045	69.00000000	56
2026.06.30	09:08:11.727			14.045	4.00000000	56
2026.06.30	09:08:11.728			14.045	32.00000000	56
2026.06.30	09:08:11.728			14.045	32.00000000	56
2026.06.30	09:08:11.734			14.045	41.00000000	56
2026.06.30	09:08:11.738			14.045	14.00000000	56
2026.06.30	09:08:11.751	14.045				2
2026.06.30	09:08:11.751		14.050			4
2026.06.30	09:08:53.075			14.045	1.00000000	88
2026.06.30	09:08:53.087			14.045	41.00000000	88
2026.06.30	09:08:53.087			14.045	53.00000000	88
2026.06.30	09:08:53.100			14.045	73.00000000	88
2026.06.30	09:08:53.101			14.045	28.00000000	88
2026.06.30	09:08:53.115			14.045	12.00000000	88
2026.06.30	09:08:53.116			14.045	58.00000000	88
2026.06.30	09:08:53.122			14.045	29.00000000	88
2026.06.30	09:08:53.130			14.045	27.00000000	88
2026.06.30	09:08:53.191			14.045	41.00000000	88
2026.06.30	09:08:53.196			14.045	24.00000000	88
2026.06.30	09:08:53.196			14.045	46.00000000	88
2026.06.30	09:08:53.199			14.045	95.00000000	88
2026.06.30	09:08:53.204			14.045	25.00000000	88
2026.06.30	09:08:53.204			14.045	30.00000000	88
2026.06.30	09:08:53.208			14.045	16.00000000	88
2026.06.30	09:08:54.105			14.045	4.00000000	88
2026.06.30	09:08:54.201			14.045	31.00000000	88
2026.06.30	09:08:54.201			14.040	36.00000000	88
2026.06.30	09:08:54.205			14.045	7.00000000	88
2026.06.30	09:09:04.896	14.045				2
2026.06.30	09:09:06.175			14.045	88.00000000	88
2026.06.30	09:09:10.442			14.045	37.00000000	88
2026.06.30	09:09:10.448			14.045	68.00000000	88
2026.06.30	09:09:10.458			14.045	68.00000000	88
2026.06.30	09:09:10.463			14.045	69.00000000	88
2026.06.30	09:09:10.465			14.045	68.00000000	88
2026.06.30	09:09:10.470			14.045	69.00000000	88
2026.06.30	09:09:10.474			14.045	69.00000000	88
2026.06.30	09:09:10.478			14.045	68.00000000	88
2026.06.30	09:09:10.483			14.045	69.00000000	88
2026.06.30	09:09:10.487			14.045	68.00000000	88
2026.06.30	09:09:10.492			14.045	69.00000000	88
2026.06.30	09:09:10.496			14.045	68.00000000	88
2026.06.30	09:09:10.500			14.045	69.00000000	88
2026.06.30	09:09:10.504			14.045	68.00000000	88
2026.06.30	09:09:10.509			14.045	69.00000000	88
2026.06.30	09:09:10.513			14.045	69.00000000	88
2026.06.30	09:09:10.517			14.045	68.00000000	88
2026.06.30	09:09:10.522			14.045	69.00000000	88
2026.06.30	09:09:10.526			14.045	68.00000000	88
2026.06.30	09:09:10.530			14.045	90.00000000	88
2026.06.30	09:09:10.535			14.045	68.00000000	88
2026.06.30	09:09:10.535			14.045	43.00000000	88
2026.06.30	09:09:10.539			14.045	90.00000000	88
2026.06.30	09:09:10.543			14.045	66.00000000	88
2026.06.30	09:09:10.547			14.045	11.00000000	88
2026.06.30	09:09:10.552			14.045	32.00000000	88
2026.06.30	09:09:10.556			14.045	31.00000000	88
2026.06.30	09:09:10.706			14.045	5.00000000	88
2026.06.30	09:09:12.192		14.050			4
2026.06.30	09:09:17.651			14.045	26.00000000	88
2026.06.30	09:09:19.331			14.050	68.00000000	56
2026.06.30	09:09:19.343			14.050	68.00000000	56
2026.06.30	09:09:19.851			14.050	69.00000000	56
2026.06.30	09:09:20.014			14.050	68.00000000	56
2026.06.30	09:09:20.850			14.050	69.00000000	56
2026.06.30	09:09:23.777			14.050	69.00000000	56
2026.06.30	09:09:23.799			14.050	68.00000000	56
2026.06.30	09:09:23.812			14.050	69.00000000	56
2026.06.30	09:09:23.821			14.050	18.00000000	56
2026.06.30	09:09:23.821			14.050	50.00000000	56
2026.06.30	09:09:23.828			14.050	69.00000000	56
2026.06.30	09:09:23.831			14.050	55.00000000	56
2026.06.30	09:09:23.831			14.050	13.00000000	56
2026.06.30	09:09:23.835			14.050	69.00000000	56
2026.06.30	09:09:23.839			14.050	68.00000000	56
2026.06.30	09:09:23.843			14.050	69.00000000	56
2026.06.30	09:09:23.848			14.050	69.00000000	56
2026.06.30	09:09:23.852			14.050	68.00000000	56
2026.06.30	09:09:23.857			14.050	69.00000000	56
2026.06.30	09:09:23.861			14.050	68.00000000	56
2026.06.30	09:09:23.865			14.050	69.00000000	56
2026.06.30	09:09:23.870			14.050	75.00000000	56
2026.06.30	09:09:23.874			14.050	12.00000000	56
2026.06.30	09:09:23.878			14.050	9.00000000	56
2026.06.30	09:09:23.878			14.050	18.00000000	56
2026.06.30	09:09:23.879			14.050	12.00000000	56
2026.06.30	09:09:23.880			14.055	18.00000000	56
2026.06.30	09:09:23.881			14.050	21.00000000	56
2026.06.30	09:09:23.886			14.050	21.00000000	56
2026.06.30	09:09:23.887			14.050	9.00000000	56
2026.06.30	09:09:23.891			14.050	4.00000000	56
2026.06.30	09:09:23.892			14.050	18.00000000	56
2026.06.30	09:09:23.893			14.050	12.00000000	56
2026.06.30	09:09:23.893			14.050	1.00000000	56
2026.06.30	09:09:23.895			14.050	6.00000000	56
2026.06.30	09:09:23.896			14.050	9.00000000	56
2026.06.30	09:09:23.900			14.050	49.00000000	56
2026.06.30	09:09:23.904			14.050	29.00000000	56
2026.06.30	09:09:23.904			14.050	30.00000000	56
2026.06.30	09:09:23.908			14.050	23.00000000	56
2026.06.30	09:09:23.909			14.050	18.00000000	56
2026.06.30	09:09:23.914			14.050	30.00000000	56
2026.06.30	09:09:23.914			14.050	53.00000000	56
2026.06.30	09:09:23.922			14.050	30.00000000	56
2026.06.30	09:09:23.927			14.050	36.00000000	56
2026.06.30	09:09:23.927			14.050	2.00000000	56
2026.06.30	09:09:23.927			14.050	14.00000000	56
2026.06.30	09:09:23.932			14.050	1.00000000	56
2026.06.30	09:09:24.001	14.050				2
2026.06.30	09:09:24.001		14.055			4
2026.06.30	09:09:26.491			14.055	69.00000000	56
2026.06.30	09:09:26.520			14.055	69.00000000	56
2026.06.30	09:09:26.533			14.055	68.00000000	56
2026.06.30	09:09:26.540			14.055	69.00000000	56
2026.06.30	09:09:26.546			14.055	69.00000000	56
2026.06.30	09:09:26.557			14.055	57.00000000	56
2026.06.30	09:09:26.557			14.055	23.00000000	56
2026.06.30	09:09:26.559			14.055	59.00000000	56
2026.06.30	09:09:26.563			14.055	25.00000000	56
2026.06.30	09:09:26.564			14.055	5.00000000	56
2026.06.30	09:09:26.571			14.055	18.00000000	56
2026.06.30	09:09:26.571			14.055	64.00000000	56
2026.06.30	09:09:26.571			14.055	25.00000000	56
2026.06.30	09:09:26.578			14.055	43.00000000	56
2026.06.30	09:09:26.581			14.055	90.00000000	56
2026.06.30	09:09:26.586			14.055	34.00000000	56
2026.06.30	09:09:26.587			14.055	14.00000000	56
2026.06.30	09:09:26.588			14.055	15.00000000	56
2026.06.30	09:09:26.592	14.055				2
2026.06.30	09:09:26.653		14.060			4
2026.06.30	09:09:27.629			14.060	58.00000000	56
2026.06.30	09:09:27.630			14.060	9.00000000	56
2026.06.30	09:09:27.640			14.060	68.00000000	56
2026.06.30	09:09:27.645			14.060	28.00000000	56
2026.06.30	09:09:27.645			14.060	41.00000000	56
2026.06.30	09:09:27.651			14.060	69.00000000	56
2026.06.30	09:09:27.654			14.060	68.00000000	56
2026.06.30	09:09:27.658			14.060	23.00000000	56
2026.06.30	09:09:27.658			14.060	46.00000000	56
2026.06.30	09:09:27.662			14.060	18.00000000	56
2026.06.30	09:09:27.662			14.060	50.00000000	56
2026.06.30	09:09:27.666			14.060	69.00000000	56
2026.06.30	09:09:27.671			14.060	68.00000000	56
2026.06.30	09:09:27.675			14.060	69.00000000	56
2026.06.30	09:09:27.679			14.060	68.00000000	56
2026.06.30	09:09:27.684			14.060	18.00000000	56
2026.06.30	09:09:27.684			14.060	51.00000000	56
2026.06.30	09:09:27.688			14.060	69.00000000	56
2026.06.30	09:09:27.692			14.060	68.00000000	56
2026.06.30	09:09:27.697			14.060	69.00000000	56
2026.06.30	09:09:27.701			14.060	68.00000000	56
2026.06.30	09:09:27.707			14.060	69.00000000	56
2026.06.30	09:09:27.712			14.060	68.00000000	56
2026.06.30	09:09:27.716			14.060	69.00000000	56
2026.06.30	09:09:27.720			14.060	68.00000000	56
2026.06.30	09:09:27.724			14.060	69.00000000	56
2026.06.30	09:09:27.729			14.060	69.00000000	56
2026.06.30	09:09:27.733			14.060	98.00000000	56
2026.06.30	09:09:27.737			14.060	71.00000000	56
2026.06.30	09:09:27.738			14.060	30.00000000	56
2026.06.30	09:09:27.742			14.060	70.00000000	56
2026.06.30	09:09:27.746			14.060	4.00000000	56
2026.06.30	09:09:27.746			14.060	65.00000000	56
2026.06.30	09:09:27.750			14.060	68.00000000	56
2026.06.30	09:09:27.755			14.060	69.00000000	56
2026.06.30	09:09:27.759			14.060	68.00000000	56
2026.06.30	09:09:27.763			14.060	69.00000000	56
2026.06.30	09:09:27.767			14.060	69.00000000	56
2026.06.30	09:09:27.768			14.060	30.00000000	56
2026.06.30	09:09:27.772			14.060	82.00000000	56
2026.06.30	09:09:27.776			14.060	33.00000000	56
2026.06.30	09:09:27.776			14.060	1.00000000	56
2026.06.30	09:09:27.781			14.060	66.00000000	56
2026.06.30	09:09:27.785			14.060	55.00000000	56
2026.06.30	09:09:27.789			14.060	7.00000000	56
2026.06.30	09:09:27.794			14.060	26.00000000	56
2026.06.30	09:09:27.794			14.060	8.00000000	56
2026.06.30	09:09:27.799			14.060	66.00000000	56
2026.06.30	09:09:27.804			14.060	32.00000000	56
2026.06.30	09:09:27.804			14.060	19.00000000	56
2026.06.30	09:09:27.804			14.060	18.00000000	56
2026.06.30	09:09:27.900			14.060	7.00000000	56
2026.06.30	09:09:27.900			14.060	20.00000000	56
2026.06.30	09:09:27.901			14.060	3.00000000	56
2026.06.30	09:09:28.299			14.055	510.00000000	88
2026.06.30	09:09:28.624			14.060	38.00000000	56
2026.06.30	09:09:28.638			14.060	32.00000000	56
2026.06.30	09:09:28.644			14.060	9.00000000	56
2026.06.30	09:09:28.647			14.060	46.00000000	56
2026.06.30	09:09:28.653			14.060	14.00000000	56
2026.06.30	09:09:28.658			14.060	18.00000000	56
2026.06.30	09:09:28.659			14.060	50.00000000	56
2026.06.30	09:09:28.663			14.060	37.00000000	56
2026.06.30	09:09:28.666			14.060	32.00000000	56
2026.06.30	09:09:28.671			14.060	42.00000000	56
2026.06.30	09:09:28.675			14.060	13.00000000	56
2026.06.30	09:09:28.675			14.060	64.00000000	56
2026.06.30	09:09:28.677			14.060	18.00000000	56
2026.06.30	09:09:28.679			14.060	14.00000000	56
2026.06.30	09:09:28.684			14.060	78.00000000	56
2026.06.30	09:09:28.692			14.060	59.00000000	56
2026.06.30	09:09:28.701			14.060	55.00000000	56
2026.06.30	09:09:28.702			14.055	7.00000000	88
2026.06.30	09:09:28.707			14.060	13.00000000	56
2026.06.30	09:09:28.707			14.060	23.00000000	56
2026.06.30	09:09:28.708			14.060	55.00000000	56
2026.06.30	09:09:28.711			14.060	42.00000000	56
2026.06.30	09:09:28.711			14.060	27.00000000	56
2026.06.30	09:09:28.716			14.060	7.00000000	56
2026.06.30	09:09:28.716			14.060	19.00000000	56
2026.06.30	09:09:28.717			14.060	13.00000000	56
2026.06.30	09:09:28.721			14.060	50.00000000	56
2026.06.30	09:09:28.729			14.060	55.00000000	56
2026.06.30	09:09:28.733			14.060	41.00000000	56
2026.06.30	09:09:28.738			14.060	11.00000000	56
2026.06.30	09:09:28.739			14.060	19.00000000	56
2026.06.30	09:09:28.740			14.060	50.00000000	56
2026.06.30	09:09:28.744			14.060	62.00000000	56
2026.06.30	09:09:28.749			14.060	50.00000000	56
2026.06.30	09:09:28.753			14.060	15.00000000	56
2026.06.30	09:09:28.753			14.060	15.00000000	56
2026.06.30	09:09:28.758			14.060	30.00000000	56
2026.06.30	09:09:28.762			14.060	30.00000000	56
2026.06.30	09:09:28.767			14.060	30.00000000	56
2026.06.30	09:09:28.771			14.060	30.00000000	56
2026.06.30	09:09:28.775			14.060	30.00000000	56
2026.06.30	09:09:28.780			14.060	30.00000000	56
2026.06.30	09:09:28.781			14.060	7.00000000	56
2026.06.30	09:09:28.781			14.060	14.00000000	56
2026.06.30	09:09:28.786			14.060	27.00000000	56
2026.06.30	09:09:28.786			14.060	30.00000000	56
2026.06.30	09:09:28.790			14.060	41.00000000	56
2026.06.30	09:09:28.795			14.060	18.00000000	56
2026.06.30	09:09:28.795			14.060	12.00000000	56
2026.06.30	09:09:28.800			14.060	30.00000000	56
2026.06.30	09:09:28.804			14.060	27.00000000	56
2026.06.30	09:09:28.804			14.060	3.00000000	56
2026.06.30	09:09:28.809			14.060	9.00000000	56
2026.06.30	09:09:28.809			14.060	21.00000000	56
2026.06.30	09:09:28.813			14.060	30.00000000	56
2026.06.30	09:09:28.815			14.060	3.00000000	56
2026.06.30	09:09:28.818			14.060	14.00000000	56
2026.06.30	09:09:28.818			14.060	16.00000000	56
2026.06.30	09:09:28.822			14.060	30.00000000	56
2026.06.30	09:09:28.827			14.060	30.00000000	56
2026.06.30	09:09:28.831			14.060	30.00000000	56
2026.06.30	09:09:28.836			14.060	18.00000000	56
2026.06.30	09:09:28.836			14.060	10.00000000	56
2026.06.30	09:09:28.836			14.060	2.00000000	56
2026.06.30	09:09:28.841			14.060	30.00000000	56
2026.06.30	09:09:28.845			14.060	30.00000000	56
2026.06.30	09:09:28.850			14.060	30.00000000	56
2026.06.30	09:09:28.854			14.060	30.00000000	56
2026.06.30	09:09:28.859			14.060	30.00000000	56
2026.06.30	09:09:28.863			14.060	30.00000000	56
2026.06.30	09:09:28.868			14.060	30.00000000	56
2026.06.30	09:09:28.872			14.060	30.00000000	56
2026.06.30	09:09:28.877			14.060	30.00000000	56
2026.06.30	09:09:28.881			14.060	30.00000000	56
2026.06.30	09:09:28.886			14.060	30.00000000	56
2026.06.30	09:09:28.890			14.060	30.00000000	56
2026.06.30	09:09:28.895			14.060	30.00000000	56
2026.06.30	09:09:28.899			14.060	30.00000000	56
2026.06.30	09:09:28.904			14.060	30.00000000	56
2026.06.30	09:09:28.908			14.060	30.00000000	56
2026.06.30	09:09:28.913			14.060	30.00000000	56
2026.06.30	09:09:28.917			14.060	30.00000000	56
2026.06.30	09:09:28.922			14.060	30.00000000	56
2026.06.30	09:09:28.927			14.060	30.00000000	56
2026.06.30	09:09:28.931			14.060	30.00000000	56
2026.06.30	09:09:28.936			14.060	30.00000000	56
2026.06.30	09:09:28.940			14.060	30.00000000	56
2026.06.30	09:09:28.945			14.060	30.00000000	56
2026.06.30	09:09:29.099		14.065			4
2026.06.30	09:09:29.310			14.060	30.00000000	120
2026.06.30	09:09:29.315			14.060	30.00000000	120
2026.06.30	09:09:29.585			14.060	12.00000000	120
2026.06.30	09:09:29.589			14.060	9.00000000	120
2026.06.30	09:09:29.645			14.060	30.00000000	120
2026.06.30	09:09:29.658			14.060	30.00000000	120
2026.06.30	09:09:29.673			14.060	30.00000000	120
2026.06.30	09:09:29.685			14.060	27.00000000	120
2026.06.30	09:09:29.690			14.060	3.00000000	120
2026.06.30	09:09:29.699			14.060	1.00000000	120
2026.06.30	09:09:29.700			14.060	9.00000000	120
2026.06.30	09:09:29.700			14.060	9.00000000	120
2026.06.30	09:09:29.700			14.060	18.00000000	120
2026.06.30	09:09:29.701			14.060	3.00000000	120
2026.06.30	09:09:29.704			14.060	15.00000000	120
2026.06.30	09:09:29.709			14.060	7.00000000	120
2026.06.30	09:09:29.711			14.060	5.00000000	120
2026.06.30	09:09:29.714			14.060	1.00000000	120
2026.06.30	09:09:29.714			14.060	9.00000000	120
2026.06.30	09:09:29.715			14.060	8.00000000	120
2026.06.30	09:09:29.719			14.060	5.00000000	120
2026.06.30	09:09:29.779			14.060	23.00000000	120
2026.06.30	09:09:29.784			14.060	9.00000000	120
2026.06.30	09:09:29.789			14.060	9.00000000	120
2026.06.30	09:09:30.006			14.060	10.00000000	120
2026.06.30	09:09:30.012			14.060	28.00000000	120
2026.06.30	09:09:30.016			14.060	13.00000000	120
2026.06.30	09:09:30.020			14.060	9.00000000	120
2026.06.30	09:09:30.025			14.060	5.00000000	120
2026.06.30	09:09:30.029			14.060	5.00000000	120
2026.06.30	09:09:32.948			14.060	9.00000000	120
2026.06.30	09:09:35.652		14.060			4
2026.06.30	09:09:42.105			14.060	4.00000000	56
2026.06.30	09:09:42.109			14.060	64.00000000	56
2026.06.30	09:09:42.144			14.060	69.00000000	56
2026.06.30	09:09:42.156			14.060	68.00000000	56
2026.06.30	09:09:42.172			14.060	32.00000000	56
2026.06.30	09:09:42.172			14.060	37.00000000	56
2026.06.30	09:09:42.191			14.060	68.00000000	56
2026.06.30	09:09:42.203			14.060	14.00000000	56
2026.06.30	09:09:42.203			14.060	55.00000000	56
2026.06.30	09:09:42.207			14.060	69.00000000	56
