<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.06.30	10:13:30.063	37.94				2
2026.06.30	10:13:30.118			37.95	6400.00000000	56
2026.06.30	10:13:30.144			37.94	1100.00000000	88
2026.06.30	10:13:30.364		37.96			4
2026.06.30	10:13:30.806			37.95	1000.00000000	120
2026.06.30	10:13:31.398			37.95	500.00000000	120
2026.06.30	10:13:40.915			37.96	200.00000000	56
2026.06.30	10:13:41.018			37.96	100.00000000	56
2026.06.30	10:13:41.041			37.94	2500.00000000	88
2026.06.30	10:13:41.041			37.94	1600.00000000	88
2026.06.30	10:13:41.069			37.94	700.00000000	88
2026.06.30	10:13:41.150			37.94	1000.00000000	88
2026.06.30	10:13:41.173			37.94	100.00000000	88
2026.06.30	10:13:44.349			37.96	100.00000000	56
2026.06.30	10:13:44.372			37.94	100.00000000	88
2026.06.30	10:13:48.197			37.96	200.00000000	56
2026.06.30	10:13:48.203			37.96	800.00000000	56
2026.06.30	10:13:48.222			37.94	100.00000000	88
2026.06.30	10:13:48.827			37.95	1600.00000000	120
2026.06.30	10:13:48.827			37.94	1100.00000000	88
2026.06.30	10:13:48.827			37.94	5300.00000000	88
2026.06.30	10:13:48.833			37.94	6000.00000000	88
2026.06.30	10:13:48.849			37.94	300.00000000	88
2026.06.30	10:13:48.849			37.94	900.00000000	88
2026.06.30	10:13:48.852			37.95	100.00000000	120
2026.06.30	10:13:48.857			37.96	20700.00000000	56
2026.06.30	10:13:48.868			37.96	2000.00000000	56
2026.06.30	10:13:48.881			37.95	4200.00000000	120
2026.06.30	10:13:48.885			37.96	1900.00000000	56
2026.06.30	10:13:48.897			37.95	100.00000000	120
2026.06.30	10:13:49.011	37.95				2
2026.06.30	10:13:49.011		37.97			4
2026.06.30	10:13:55.149			37.97	100.00000000	56
2026.06.30	10:13:55.386			37.95	200.00000000	88
2026.06.30	10:13:57.551			37.95	300.00000000	88
2026.06.30	10:13:57.732			37.96	1000.00000000	120
2026.06.30	10:14:00.522	37.95				2
2026.06.30	10:14:02.504			37.96	200.00000000	120
2026.06.30	10:14:02.654		37.96			4
2026.06.30	10:14:03.378			37.96	100.00000000	56
2026.06.30	10:14:04.753			37.96	500.00000000	56
2026.06.30	10:14:04.804			37.96	100.00000000	56
2026.06.30	10:14:07.148			37.95	200.00000000	88
2026.06.30	10:14:21.495			37.95	200.00000000	88
2026.06.30	10:14:32.703			37.95	300.00000000	88
2026.06.30	10:14:32.704			37.95	10100.00000000	88
2026.06.30	10:14:32.707			37.95	200.00000000	88
2026.06.30	10:14:32.719			37.95	100.00000000	88
2026.06.30	10:14:32.720			37.95	2900.00000000	88
2026.06.30	10:14:32.720	37.94				2
2026.06.30	10:14:32.727		37.95			4
2026.06.30	10:14:32.732			37.95	100.00000000	56
2026.06.30	10:14:32.736			37.95	100.00000000	56
2026.06.30	10:14:32.772			37.94	1500.00000000	88
2026.06.30	10:14:32.848			37.94	100.00000000	88
2026.06.30	10:14:36.054			37.95	100.00000000	56
2026.06.30	10:14:39.217			37.95	100.00000000	56
2026.06.30	10:14:43.192			37.95	100.00000000	56
2026.06.30	10:14:44.294			37.95	200.00000000	56
2026.06.30	10:14:44.300			37.95	500.00000000	56
2026.06.30	10:14:44.303			37.94	200.00000000	88
2026.06.30	10:14:44.639			37.94	100.00000000	88
2026.06.30	10:14:48.127			37.95	100.00000000	56
2026.06.30	10:14:57.081			37.95	1000.00000000	56
2026.06.30	10:14:57.090			37.94	200.00000000	88
2026.06.30	10:14:59.424			37.94	100.00000000	88
