<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.06.30	10:11:19.367			37.89	100.00000000	88
2026.06.30	10:11:19.482		37.91			4
2026.06.30	10:11:24.481			37.91	100.00000000	56
2026.06.30	10:11:25.267			37.91	100.00000000	56
2026.06.30	10:11:25.284			37.89	100.00000000	88
2026.06.30	10:11:26.568			37.91	2600.00000000	56
2026.06.30	10:11:26.568			37.91	7800.00000000	56
2026.06.30	10:11:26.590			37.89	1800.00000000	88
2026.06.30	10:11:28.752			37.91	8100.00000000	56
2026.06.30	10:11:28.772			37.90	1400.00000000	120
2026.06.30	10:11:29.000	37.90				2
2026.06.30	10:11:29.000		37.92			4
2026.06.30	10:11:36.076			37.92	200.00000000	56
2026.06.30	10:11:36.100			37.90	100.00000000	88
2026.06.30	10:11:38.122			37.91	1600.00000000	120
2026.06.30	10:11:38.122			37.90	1900.00000000	88
2026.06.30	10:11:38.141			37.90	300.00000000	88
2026.06.30	10:11:40.630			37.91	100.00000000	120
2026.06.30	10:11:41.989			37.91	100.00000000	120
2026.06.30	10:11:48.113			37.90	200.00000000	88
2026.06.30	10:12:00.494			37.90	300.00000000	88
2026.06.30	10:12:00.494	37.90				2
2026.06.30	10:12:00.517			37.90	100.00000000	88
2026.06.30	10:12:00.542			37.92	400.00000000	56
2026.06.30	10:12:01.304			37.91	200.00000000	120
2026.06.30	10:12:01.312			37.90	100.00000000	88
2026.06.30	10:12:02.812			37.92	6200.00000000	56
2026.06.30	10:12:02.812			37.93	4700.00000000	56
2026.06.30	10:12:02.812			37.94	4600.00000000	56
2026.06.30	10:12:02.812			37.94	7900.00000000	56
2026.06.30	10:12:02.853			37.91	4100.00000000	120
2026.06.30	10:12:02.862			37.94	1700.00000000	56
2026.06.30	10:12:02.888			37.92	300.00000000	56
2026.06.30	10:12:02.955	37.92				2
2026.06.30	10:12:02.955		37.95			4
2026.06.30	10:12:03.131		37.94			4
2026.06.30	10:12:06.695			37.93	1600.00000000	120
2026.06.30	10:12:06.695			37.92	8400.00000000	88
2026.06.30	10:12:06.699			37.92	2600.00000000	88
2026.06.30	10:12:06.731			37.92	200.00000000	88
2026.06.30	10:12:06.731			37.91	1700.00000000	88
2026.06.30	10:12:06.765	37.90				2
2026.06.30	10:12:06.765		37.93			4
2026.06.30	10:12:08.964			37.93	100.00000000	56
2026.06.30	10:12:09.013		37.92			4
2026.06.30	10:12:09.795			37.91	300.00000000	120
2026.06.30	10:12:09.968			37.91	100.00000000	120
2026.06.30	10:12:11.378			37.92	1300.00000000	56
2026.06.30	10:12:11.382			37.92	2500.00000000	56
2026.06.30	10:12:11.409			37.92	700.00000000	56
2026.06.30	10:12:11.688	37.92				2
2026.06.30	10:12:11.688		37.94			4
2026.06.30	10:12:13.642			37.94	100.00000000	56
2026.06.30	10:12:13.642		37.95			4
2026.06.30	10:12:14.137			37.95	200.00000000	56
2026.06.30	10:12:18.863			37.95	100.00000000	56
2026.06.30	10:12:18.888			37.92	100.00000000	88
2026.06.30	10:12:20.968			37.93	100.00000000	120
2026.06.30	10:12:21.108			37.94	100.00000000	120
2026.06.30	10:12:21.501	37.93				2
2026.06.30	10:12:22.338			37.95	300.00000000	56
2026.06.30	10:12:23.650			37.94	500.00000000	120
2026.06.30	10:12:24.731			37.94	100.00000000	120
2026.06.30	10:12:31.644			37.95	100.00000000	56
2026.06.30	10:12:31.781			37.94	1000.00000000	120
2026.06.30	10:12:33.209			37.93	100.00000000	88
2026.06.30	10:12:33.224			37.93	100.00000000	88
2026.06.30	10:12:33.232			37.95	200.00000000	56
2026.06.30	10:12:33.239			37.95	500.00000000	56
2026.06.30	10:12:33.239			37.95	300.00000000	56
2026.06.30	10:12:33.251			37.93	100.00000000	88
2026.06.30	10:12:33.853			37.94	100.00000000	120
2026.06.30	10:12:33.876			37.93	100.00000000	88
2026.06.30	10:12:35.747			37.95	100.00000000	56
2026.06.30	10:12:37.835			37.94	1000.00000000	120
2026.06.30	10:12:37.835			37.93	1700.00000000	88
2026.06.30	10:12:37.846			37.92	400.00000000	88
2026.06.30	10:12:37.949	37.92				2
2026.06.30	10:12:37.949		37.94			4
2026.06.30	10:12:38.015			37.93	1000.00000000	120
2026.06.30	10:12:41.130			37.93	500.00000000	120
2026.06.30	10:12:44.511	37.93				2
2026.06.30	10:12:44.696			37.94	1100.00000000	56
2026.06.30	10:12:44.711			37.94	200.00000000	56
2026.06.30	10:12:44.713			37.94	3700.00000000	56
2026.06.30	10:12:44.743			37.94	200.00000000	56
2026.06.30	10:12:44.743			37.93	400.00000000	88
2026.06.30	10:12:44.808		37.95			4
2026.06.30	10:12:48.594			37.93	3100.00000000	88
2026.06.30	10:12:48.595			37.93	1400.00000000	88
2026.06.30	10:12:48.616			37.92	800.00000000	88
2026.06.30	10:12:48.703	37.92				2
2026.06.30	10:12:48.703		37.94			4
2026.06.30	10:12:50.545	37.93				2
2026.06.30	10:12:50.545		37.95			4
2026.06.30	10:12:53.119			37.94	400.00000000	120
2026.06.30	10:12:54.374			37.93	1100.00000000	88
2026.06.30	10:13:00.088	37.93				2
2026.06.30	10:13:01.700			37.95	1300.00000000	56
2026.06.30	10:13:01.700			37.94	100.00000000	120
2026.06.30	10:13:01.700			37.95	2000.00000000	56
2026.06.30	10:13:01.713			37.95	8400.00000000	56
2026.06.30	10:13:01.716			37.93	600.00000000	88
2026.06.30	10:13:01.737			37.93	1500.00000000	88
2026.06.30	10:13:02.375			37.93	1600.00000000	88
2026.06.30	10:13:02.385			37.93	1400.00000000	88
2026.06.30	10:13:02.391			37.93	100.00000000	88
2026.06.30	10:13:02.393			37.93	100.00000000	88
2026.06.30	10:13:02.400			37.93	500.00000000	88
2026.06.30	10:13:05.348			37.95	100.00000000	56
2026.06.30	10:13:10.005			37.94	500.00000000	120
2026.06.30	10:13:14.234			37.94	100.00000000	120
2026.06.30	10:13:16.764			37.93	100.00000000	88
2026.06.30	10:13:16.782			37.93	100.00000000	88
2026.06.30	10:13:18.528			37.94	100.00000000	120
2026.06.30	10:13:20.051			37.94	100.00000000	120
2026.06.30	10:13:25.586			37.93	100.00000000	88
2026.06.30	10:13:25.905			37.93	300.00000000	88
2026.06.30	10:13:25.908			37.93	700.00000000	88
2026.06.30	10:13:25.912			37.93	100.00000000	88
2026.06.30	10:13:25.939			37.93	200.00000000	88
2026.06.30	10:13:26.381			37.94	100.00000000	120
2026.06.30	10:13:26.429			37.94	100.00000000	120
2026.06.30	10:13:26.889			37.94	200.00000000	120
2026.06.30	10:13:29.559			37.94	400.00000000	120
