<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.06.30	12:01:13.606			174265	1.00000000	88
2026.06.30	12:01:13.608			174270	1.00000000	56
2026.06.30	12:01:13.621			174270	2.00000000	56
2026.06.30	12:01:13.627			174270	1.00000000	56
2026.06.30	12:01:13.631			174270	4.00000000	56
2026.06.30	12:01:13.636			174270	1.00000000	56
2026.06.30	12:01:13.637			174265	1.00000000	88
2026.06.30	12:01:13.638			174270	10.00000000	56
2026.06.30	12:01:13.644			174270	1.00000000	56
2026.06.30	12:01:13.649			174270	5.00000000	56
2026.06.30	12:01:13.651			174270	1.00000000	56
2026.06.30	12:01:13.657			174265	2.00000000	88
2026.06.30	12:01:13.660			174265	1.00000000	88
2026.06.30	12:01:13.663			174270	5.00000000	56
2026.06.30	12:01:13.675			174265	5.00000000	88
2026.06.30	12:01:13.681			174265	2.00000000	88
2026.06.30	12:01:13.694			174270	1.00000000	56
2026.06.30	12:01:13.697			174270	3.00000000	56
2026.06.30	12:01:13.701			174265	81.00000000	88
2026.06.30	12:01:13.701			174260	55.00000000	88
2026.06.30	12:01:13.702			174265	10.00000000	88
2026.06.30	12:01:13.707			174270	2.00000000	56
2026.06.30	12:01:13.711			174270	2.00000000	56
2026.06.30	12:01:13.733			174265	25.00000000	88
2026.06.30	12:01:13.740			174270	3.00000000	56
2026.06.30	12:01:13.740			174270	90.00000000	56
2026.06.30	12:01:13.740			174275	7.00000000	56
2026.06.30	12:01:13.741			174270	8.00000000	56
2026.06.30	12:01:13.750			174265	1.00000000	88
2026.06.30	12:01:13.757			174270	1.00000000	56
2026.06.30	12:01:13.759			174265	1.00000000	88
2026.06.30	12:01:13.761			174270	5.00000000	56
2026.06.30	12:01:13.765			174265	1.00000000	88
2026.06.30	12:01:13.773			174265	2.00000000	88
2026.06.30	12:01:13.774			174270	1.00000000	56
2026.06.30	12:01:13.778			174270	1.00000000	56
2026.06.30	12:01:13.797			174270	1.00000000	56
2026.06.30	12:01:13.800			174265	1.00000000	88
2026.06.30	12:01:13.801			174270	1.00000000	56
2026.06.30	12:01:13.804			174270	4.00000000	56
2026.06.30	12:01:13.808			174265	2.00000000	88
2026.06.30	12:01:13.809			174265	3.00000000	88
2026.06.30	12:01:13.814			174270	1.00000000	56
2026.06.30	12:01:13.824			174270	6.00000000	56
2026.06.30	12:01:13.826			174270	1.00000000	56
2026.06.30	12:01:13.839			174270	3.00000000	56
2026.06.30	12:01:13.839			174275	32.00000000	56
2026.06.30	12:01:13.845			174265	1.00000000	88
2026.06.30	12:01:13.853			174270	3.00000000	56
2026.06.30	12:01:13.855			174270	3.00000000	56
2026.06.30	12:01:13.858			174270	3.00000000	56
2026.06.30	12:01:13.859			174270	12.00000000	56
2026.06.30	12:01:13.862			174275	50.00000000	56
2026.06.30	12:01:13.862			174270	16.00000000	56
2026.06.30	12:01:13.862			174270	15.00000000	56
2026.06.30	12:01:13.863			174265	1.00000000	88
2026.06.30	12:01:13.878			174265	1.00000000	88
2026.06.30	12:01:13.886			174265	117.00000000	88
2026.06.30	12:01:13.886			174260	41.00000000	88
2026.06.30	12:01:13.886			174260	17.00000000	88
2026.06.30	12:01:13.889			174270	1.00000000	56
2026.06.30	12:01:13.895			174270	5.00000000	56
2026.06.30	12:01:13.904			174270	1.00000000	56
2026.06.30	12:01:13.909			174265	2.00000000	88
2026.06.30	12:01:13.912			174270	1.00000000	56
2026.06.30	12:01:13.915			174270	1.00000000	56
2026.06.30	12:01:13.922			174270	1.00000000	56
2026.06.30	12:01:13.947			174270	1.00000000	56
2026.06.30	12:01:13.952			174270	1.00000000	56
2026.06.30	12:01:13.955			174270	2.00000000	56
2026.06.30	12:01:13.970			174265	11.00000000	88
2026.06.30	12:01:13.970			174265	33.00000000	88
2026.06.30	12:01:13.977			174265	2.00000000	88
2026.06.30	12:01:13.979			174270	2.00000000	56
2026.06.30	12:01:13.988			174265	3.00000000	88
2026.06.30	12:01:13.990			174270	10.00000000	56
2026.06.30	12:01:13.994			174270	1.00000000	56
2026.06.30	12:01:13.999			174265	1.00000000	88
2026.06.30	12:01:14.001			174270	2.00000000	56
2026.06.30	12:01:14.010			174260	2.00000000	88
2026.06.30	12:01:14.024			174270	2.00000000	56
2026.06.30	12:01:14.027			174265	21.00000000	88
2026.06.30	12:01:14.046			174265	2.00000000	88
2026.06.30	12:01:14.053			174260	6.00000000	88
2026.06.30	12:01:14.056			174260	1.00000000	88
2026.06.30	12:01:14.057			174265	20.00000000	88
2026.06.30	12:01:14.058			174260	4.00000000	88
2026.06.30	12:01:14.063			174265	3.00000000	88
2026.06.30	12:01:14.063			174270	2.00000000	56
2026.06.30	12:01:14.063			174265	1.00000000	88
2026.06.30	12:01:14.066			174265	1.00000000	88
2026.06.30	12:01:14.072			174265	1.00000000	88
2026.06.30	12:01:14.078			174265	1.00000000	88
2026.06.30	12:01:14.085			174265	1.00000000	88
2026.06.30	12:01:14.091			174265	1.00000000	88
2026.06.30	12:01:14.097			174265	1.00000000	88
2026.06.30	12:01:14.117			174265	1.00000000	88
2026.06.30	12:01:14.120			174265	1.00000000	88
2026.06.30	12:01:14.123			174260	1.00000000	88
2026.06.30	12:01:14.128			174260	21.00000000	88
2026.06.30	12:01:14.136			174260	1.00000000	88
2026.06.30	12:01:14.164			174265	24.00000000	88
2026.06.30	12:01:14.164			174270	26.00000000	56
2026.06.30	12:01:14.164			174265	2.00000000	88
2026.06.30	12:01:14.178			174265	12.00000000	88
2026.06.30	12:01:14.184			174260	1.00000000	88
2026.06.30	12:01:14.186			174265	3.00000000	88
2026.06.30	12:01:14.186	174260				2
2026.06.30	12:01:14.186		174265			4
2026.06.30	12:01:14.200			174260	3.00000000	88
2026.06.30	12:01:14.222			174260	4.00000000	88
2026.06.30	12:01:14.224			174260	20.00000000	88
2026.06.30	12:01:14.229			174265	1.00000000	56
2026.06.30	12:01:14.247			174260	20.00000000	88
2026.06.30	12:01:14.256			174260	1.00000000	88
2026.06.30	12:01:14.260			174260	4.00000000	88
2026.06.30	12:01:14.266			174265	16.00000000	56
2026.06.30	12:01:14.272			174265	2.00000000	56
2026.06.30	12:01:14.278			174265	1.00000000	56
2026.06.30	12:01:14.281			174265	10.00000000	56
2026.06.30	12:01:14.291			174260	1.00000000	88
2026.06.30	12:01:14.291			174265	1.00000000	56
2026.06.30	12:01:14.295			174265	3.00000000	56
2026.06.30	12:01:14.295			174265	4.00000000	56
2026.06.30	12:01:14.305			174265	2.00000000	56
2026.06.30	12:01:14.306			174270	3.00000000	56
2026.06.30	12:01:14.307			174265	12.00000000	56
2026.06.30	12:01:14.310			174270	54.00000000	56
2026.06.30	12:01:14.310			174270	28.00000000	56
2026.06.30	12:01:14.310			174275	18.00000000	56
2026.06.30	12:01:14.310			174270	3.00000000	56
2026.06.30	12:01:14.314			174270	1.00000000	56
2026.06.30	12:01:14.318			174265	5.00000000	56
2026.06.30	12:01:14.324			174270	1.00000000	56
2026.06.30	12:01:14.329			174265	1.00000000	56
2026.06.30	12:01:14.336			174270	50.00000000	56
2026.06.30	12:01:14.338			174265	12.00000000	56
2026.06.30	12:01:14.339			174270	10.00000000	56
2026.06.30	12:01:14.348			174270	10.00000000	56
2026.06.30	12:01:14.368			174270	1.00000000	56
2026.06.30	12:01:14.370			174270	6.00000000	56
2026.06.30	12:01:14.385			174270	1.00000000	56
2026.06.30	12:01:14.386			174270	1.00000000	56
2026.06.30	12:01:14.388			174270	3.00000000	56
2026.06.30	12:01:14.395			174270	10.00000000	56
2026.06.30	12:01:14.398			174265	1.00000000	56
2026.06.30	12:01:14.436			174270	1.00000000	56
2026.06.30	12:01:14.439			174270	1.00000000	56
2026.06.30	12:01:14.442			174270	2.00000000	56
2026.06.30	12:01:14.444			174270	1.00000000	56
2026.06.30	12:01:14.447			174270	10.00000000	56
2026.06.30	12:01:14.448			174265	42.00000000	56
2026.06.30	12:01:14.450			174265	1.00000000	56
2026.06.30	12:01:14.453			174265	1.00000000	56
2026.06.30	12:01:14.462			174265	3.00000000	56
2026.06.30	12:01:14.467			174265	23.00000000	56
2026.06.30	12:01:14.467			174270	26.00000000	56
2026.06.30	12:01:14.467			174270	2.00000000	56
2026.06.30	12:01:14.471			174265	1.00000000	56
2026.06.30	12:01:14.476			174265	10.00000000	56
2026.06.30	12:01:14.480			174260	1.00000000	88
2026.06.30	12:01:14.485			174265	5.00000000	56
2026.06.30	12:01:14.491			174265	20.00000000	56
2026.06.30	12:01:14.491			174270	30.00000000	56
2026.06.30	12:01:14.498			174265	8.00000000	56
2026.06.30	12:01:14.498			174270	30.00000000	56
2026.06.30	12:01:14.498			174270	48.00000000	56
2026.06.30	12:01:14.501			174265	1.00000000	56
2026.06.30	12:01:14.502			174270	1.00000000	56
2026.06.30	12:01:14.513			174265	1.00000000	56
2026.06.30	12:01:14.513			174270	2.00000000	56
2026.06.30	12:01:14.514			174265	1.00000000	56
2026.06.30	12:01:14.515			174265	1.00000000	56
2026.06.30	12:01:14.529			174265	8.00000000	56
2026.06.30	12:01:14.529			174270	3.00000000	56
2026.06.30	12:01:14.538			174265	1.00000000	56
2026.06.30	12:01:14.539			174270	5.00000000	56
2026.06.30	12:01:14.546			174265	4.00000000	56
2026.06.30	12:01:14.546			174265	2.00000000	56
2026.06.30	12:01:14.550			174265	3.00000000	56
2026.06.30	12:01:14.556			174265	2.00000000	56
2026.06.30	12:01:14.566			174265	1.00000000	56
2026.06.30	12:01:14.583			174265	1.00000000	56
2026.06.30	12:01:14.617			174260	1.00000000	88
2026.06.30	12:01:14.628			174265	1.00000000	56
2026.06.30	12:01:14.631			174265	10.00000000	56
2026.06.30	12:01:14.634			174260	1.00000000	88
2026.06.30	12:01:14.636			174265	2.00000000	56
2026.06.30	12:01:14.638			174260	1.00000000	88
2026.06.30	12:01:14.640			174260	2.00000000	88
2026.06.30	12:01:14.644			174260	10.00000000	88
2026.06.30	12:01:14.646			174260	1.00000000	88
2026.06.30	12:01:14.653			174260	1.00000000	88
2026.06.30	12:01:14.664			174265	3.00000000	56
2026.06.30	12:01:14.666			174265	1.00000000	56
2026.06.30	12:01:14.685			174260	1.00000000	88
2026.06.30	12:01:14.687			174265	3.00000000	56
2026.06.30	12:01:14.694			174265	10.00000000	56
2026.06.30	12:01:14.695			174260	1.00000000	88
2026.06.30	12:01:14.698			174260	5.00000000	88
2026.06.30	12:01:14.710			174265	7.00000000	56
2026.06.30	12:01:14.717			174265	1.00000000	56
2026.06.30	12:01:14.719			174265	3.00000000	56
2026.06.30	12:01:14.720			174265	1.00000000	56
2026.06.30	12:01:14.728			174265	3.00000000	56
2026.06.30	12:01:14.734			174260	1.00000000	88
2026.06.30	12:01:14.736			174260	3.00000000	88
2026.06.30	12:01:14.777			174260	1.00000000	88
2026.06.30	12:01:14.787			174260	200.00000000	88
2026.06.30	12:01:14.797			174265	1.00000000	56
2026.06.30	12:01:14.800			174265	2.00000000	56
2026.06.30	12:01:14.802			174260	25.00000000	88
2026.06.30	12:01:14.813			174265	1.00000000	56
2026.06.30	12:01:14.815			174260	4.00000000	88
2026.06.30	12:01:14.816			174260	1.00000000	88
2026.06.30	12:01:14.819			174260	1.00000000	88
2026.06.30	12:01:14.820			174265	1.00000000	56
2026.06.30	12:01:14.820			174265	8.00000000	56
2026.06.30	12:01:14.833			174270	7.00000000	56
2026.06.30	12:01:14.838			174265	1.00000000	56
2026.06.30	12:01:14.855			174265	2.00000000	56
2026.06.30	12:01:14.866			174265	8.00000000	56
2026.06.30	12:01:14.869			174265	1.00000000	56
2026.06.30	12:01:14.871			174270	1.00000000	56
2026.06.30	12:01:14.873			174270	1.00000000	56
2026.06.30	12:01:14.880			174270	2.00000000	56
2026.06.30	12:01:14.887			174265	4.00000000	56
2026.06.30	12:01:14.890			174265	18.00000000	56
2026.06.30	12:01:14.894			174260	4.00000000	88
2026.06.30	12:01:14.894			174260	5.00000000	88
2026.06.30	12:01:14.900			174260	10.00000000	88
2026.06.30	12:01:14.904			174260	10.00000000	88
2026.06.30	12:01:14.906			174260	4.00000000	88
2026.06.30	12:01:14.920			174265	1.00000000	56
2026.06.30	12:01:14.924			174260	5.00000000	88
2026.06.30	12:01:14.926			174260	11.00000000	88
2026.06.30	12:01:14.928			174260	20.00000000	88
2026.06.30	12:01:14.931			174260	2.00000000	88
2026.06.30	12:01:14.941			174265	1.00000000	56
2026.06.30	12:01:14.947			174265	1.00000000	56
2026.06.30	12:01:14.948			174260	3.00000000	88
2026.06.30	12:01:14.954			174260	1.00000000	88
2026.06.30	12:01:14.960			174265	1.00000000	56
2026.06.30	12:01:14.963			174260	1.00000000	88
2026.06.30	12:01:14.966			174260	4.00000000	88
2026.06.30	12:01:14.966			174260	9.00000000	88
2026.06.30	12:01:14.967			174260	13.00000000	88
2026.06.30	12:01:14.970			174260	1.00000000	88
2026.06.30	12:01:14.976			174265	5.00000000	56
2026.06.30	12:01:14.977			174260	1.00000000	88
2026.06.30	12:01:14.980			174265	1.00000000	56
2026.06.30	12:01:14.981			174260	1.00000000	88
2026.06.30	12:01:14.987			174260	1.00000000	88
2026.06.30	12:01:14.991			174265	1.00000000	56
2026.06.30	12:01:14.996			174260	2.00000000	88
2026.06.30	12:01:14.998			174260	20.00000000	88
2026.06.30	12:01:15.004			174260	7.00000000	88
2026.06.30	12:01:15.006			174260	8.00000000	88
2026.06.30	12:01:15.014			174265	1.00000000	56
2026.06.30	12:01:15.029			174265	1.00000000	56
2026.06.30	12:01:15.035			174265	3.00000000	56
2026.06.30	12:01:15.047			174265	8.00000000	56
2026.06.30	12:01:15.048			174260	2.00000000	88
2026.06.30	12:01:15.050			174260	1.00000000	88
2026.06.30	12:01:15.052			174260	4.00000000	88
2026.06.30	12:01:15.066			174265	2.00000000	56
2026.06.30	12:01:15.070			174260	10.00000000	88
2026.06.30	12:01:15.073			174260	4.00000000	88
2026.06.30	12:01:15.075			174260	2.00000000	88
2026.06.30	12:01:15.076			174260	2.00000000	88
2026.06.30	12:01:15.082			174260	2.00000000	88
2026.06.30	12:01:15.092			174260	1.00000000	88
2026.06.30	12:01:15.095			174265	5.00000000	56
2026.06.30	12:01:15.099			174265	3.00000000	56
2026.06.30	12:01:15.100			174265	1.00000000	56
2026.06.30	12:01:15.122			174265	1.00000000	56
2026.06.30	12:01:15.122			174260	4.00000000	88
2026.06.30	12:01:15.127			174260	2.00000000	88
2026.06.30	12:01:15.133			174260	1.00000000	88
2026.06.30	12:01:15.138			174260	2.00000000	88
2026.06.30	12:01:15.139			174265	1.00000000	56
2026.06.30	12:01:15.149			174265	15.00000000	56
2026.06.30	12:01:15.150			174265	5.00000000	56
2026.06.30	12:01:15.158			174260	1.00000000	88
2026.06.30	12:01:15.161			174265	5.00000000	56
2026.06.30	12:01:15.163			174260	3.00000000	88
2026.06.30	12:01:15.186			174260	1.00000000	88
2026.06.30	12:01:15.221			174260	1.00000000	88
2026.06.30	12:01:15.237			174265	5.00000000	56
2026.06.30	12:01:15.247			174260	1.00000000	88
2026.06.30	12:01:15.248			174265	20.00000000	56
2026.06.30	12:01:15.253			174270	2.00000000	56
2026.06.30	12:01:15.267			174265	1.00000000	56
2026.06.30	12:01:15.273			174270	5.00000000	56
2026.06.30	12:01:15.275			174270	1.00000000	56
2026.06.30	12:01:15.280			174265	5.00000000	56
2026.06.30	12:01:15.280			174270	1.00000000	56
2026.06.30	12:01:15.286			174270	2.00000000	56
2026.06.30	12:01:15.291			174265	1.00000000	56
2026.06.30	12:01:15.303			174265	1.00000000	56
2026.06.30	12:01:15.304			174265	1.00000000	56
2026.06.30	12:01:15.318			174270	1.00000000	56
2026.06.30	12:01:15.320			174270	1.00000000	56
2026.06.30	12:01:15.335			174265	1.00000000	56
2026.06.30	12:01:15.338			174270	5.00000000	56
2026.06.30	12:01:15.362			174270	1.00000000	56
2026.06.30	12:01:15.378			174270	5.00000000	56
2026.06.30	12:01:15.381			174265	1.00000000	56
2026.06.30	12:01:15.385			174265	30.00000000	56
2026.06.30	12:01:15.389			174265	2.00000000	56
2026.06.30	12:01:15.398			174265	1.00000000	56
2026.06.30	12:01:15.405			174265	5.00000000	56
2026.06.30	12:01:15.405			174270	1.00000000	56
2026.06.30	12:01:15.405			174265	1.00000000	56
2026.06.30	12:01:15.416			174270	10.00000000	56
2026.06.30	12:01:15.416			174265	1.00000000	56
2026.06.30	12:01:15.423			174265	2.00000000	56
2026.06.30	12:01:15.448			174270	1.00000000	56
2026.06.30	12:01:15.452			174265	1.00000000	56
2026.06.30	12:01:15.459			174265	1.00000000	56
2026.06.30	12:01:15.459			174265	1.00000000	56
2026.06.30	12:01:15.463			174265	3.00000000	56
2026.06.30	12:01:15.466			174265	1.00000000	56
2026.06.30	12:01:15.466			174270	1.00000000	56
2026.06.30	12:01:15.469			174265	10.00000000	56
2026.06.30	12:01:15.501			174265	1.00000000	56
2026.06.30	12:01:15.506			174265	8.00000000	56
2026.06.30	12:01:15.511			174270	5.00000000	56
2026.06.30	12:01:15.518			174270	5.00000000	56
2026.06.30	12:01:15.523			174270	10.00000000	56
2026.06.30	12:01:15.523			174270	142.00000000	56
2026.06.30	12:01:15.524			174270	13.00000000	56
2026.06.30	12:01:15.526			174265	4.00000000	56
2026.06.30	12:01:15.533			174265	1.00000000	56
2026.06.30	12:01:15.537			174265	3.00000000	56
2026.06.30	12:01:15.551			174265	1.00000000	56
2026.06.30	12:01:15.558			174265	5.00000000	56
2026.06.30	12:01:15.569			174265	6.00000000	56
2026.06.30	12:01:15.571			174270	18.00000000	56
2026.06.30	12:01:15.571			174270	3.00000000	56
2026.06.30	12:01:15.578			174270	5.00000000	56
2026.06.30	12:01:15.589			174270	1.00000000	56
2026.06.30	12:01:15.594			174265	12.00000000	56
2026.06.30	12:01:15.594	174265				2
2026.06.30	12:01:15.594		174270			4
2026.06.30	12:01:15.604			174265	10.00000000	88
2026.06.30	12:01:15.626			174270	5.00000000	56
2026.06.30	12:01:15.638			174270	41.00000000	56
2026.06.30	12:01:15.645			174275	1.00000000	56
2026.06.30	12:01:15.645			174270	2.00000000	56
2026.06.30	12:01:15.646			174270	1.00000000	56
2026.06.30	12:01:15.647			174265	21.00000000	88
2026.06.30	12:01:15.664			174265	10.00000000	88
2026.06.30	12:01:15.685			174270	1.00000000	56
2026.06.30	12:01:15.686			174270	1.00000000	56
2026.06.30	12:01:15.690			174270	1.00000000	56
2026.06.30	12:01:15.690			174270	3.00000000	56
2026.06.30	12:01:15.693			174270	1.00000000	56
2026.06.30	12:01:15.699			174270	4.00000000	56
2026.06.30	12:01:15.703			174265	20.00000000	88
2026.06.30	12:01:15.704			174270	1.00000000	56
2026.06.30	12:01:15.725			174265	2.00000000	88
2026.06.30	12:01:15.739			174265	1.00000000	88
2026.06.30	12:01:15.740			174270	1.00000000	56
2026.06.30	12:01:15.748			174270	5.00000000	56
2026.06.30	12:01:15.766			174270	1.00000000	56
2026.06.30	12:01:15.769			174270	1.00000000	56
2026.06.30	12:01:15.770			174270	1.00000000	56
2026.06.30	12:01:15.772			174270	9.00000000	56
2026.06.30	12:01:15.788			174275	2.00000000	56
2026.06.30	12:01:15.795			174270	2.00000000	56
2026.06.30	12:01:15.799			174275	4.00000000	56
2026.06.30	12:01:15.805			174270	5.00000000	56
2026.06.30	12:01:15.806			174275	1.00000000	56
2026.06.30	12:01:15.810			174275	1.00000000	56
2026.06.30	12:01:15.814			174270	2.00000000	56
2026.06.30	12:01:15.822			174270	4.00000000	56
2026.06.30	12:01:15.845			174275	1.00000000	56
2026.06.30	12:01:15.846			174275	30.00000000	56
2026.06.30	12:01:15.849			174270	1.00000000	56
2026.06.30	12:01:15.867			174275	11.00000000	56
2026.06.30	12:01:15.880			174275	40.00000000	56
2026.06.30	12:01:15.888			174270	1.00000000	56
2026.06.30	12:01:15.899			174275	3.00000000	56
2026.06.30	12:01:15.902			174275	1.00000000	56
2026.06.30	12:01:15.903			174270	1.00000000	56
2026.06.30	12:01:15.917			174275	1.00000000	56
2026.06.30	12:01:15.918			174270	5.00000000	56
2026.06.30	12:01:15.931			174275	1.00000000	56
2026.06.30	12:01:15.933			174275	1.00000000	56
2026.06.30	12:01:15.946			174275	5.00000000	56
2026.06.30	12:01:15.946	174270				2
2026.06.30	12:01:15.946		174275			4
2026.06.30	12:01:15.949			174275	3.00000000	56
2026.06.30	12:01:15.953			174270	1.00000000	88
2026.06.30	12:01:15.967			174275	9.00000000	56
2026.06.30	12:01:15.967			174275	41.00000000	56
2026.06.30	12:01:15.975			174270	1.00000000	88
2026.06.30	12:01:15.980			174275	10.00000000	56
2026.06.30	12:01:15.986			174270	1.00000000	88
2026.06.30	12:01:15.992			174275	1.00000000	56
2026.06.30	12:01:15.992			174270	2.00000000	88
2026.06.30	12:01:15.998			174270	1.00000000	88
2026.06.30	12:01:16.001			174270	4.00000000	88
2026.06.30	12:01:16.005			174270	1.00000000	88
2026.06.30	12:01:16.006			174270	1.00000000	88
2026.06.30	12:01:16.010			174275	1.00000000	56
2026.06.30	12:01:16.018			174275	1.00000000	56
2026.06.30	12:01:16.024			174270	2.00000000	88
2026.06.30	12:01:16.029			174270	2.00000000	88
2026.06.30	12:01:16.037			174275	1.00000000	56
2026.06.30	12:01:16.038			174270	2.00000000	88
2026.06.30	12:01:16.050			174275	9.00000000	56
2026.06.30	12:01:16.051			174270	1.00000000	88
2026.06.30	12:01:16.055			174270	1.00000000	88
2026.06.30	12:01:16.057			174275	3.00000000	56
2026.06.30	12:01:16.075			174275	25.00000000	56
2026.06.30	12:01:16.075			174280	6.00000000	56
2026.06.30	12:01:16.077			174275	1.00000000	56
2026.06.30	12:01:16.090			174275	2.00000000	56
2026.06.30	12:01:16.092			174280	3.00000000	56
2026.06.30	12:01:16.093			174275	1.00000000	56
2026.06.30	12:01:16.102			174275	5.00000000	56
2026.06.30	12:01:16.108			174270	68.00000000	88
2026.06.30	12:01:16.108			174270	58.00000000	88
2026.06.30	12:01:16.108			174265	74.00000000	88
2026.06.30	12:01:16.110			174270	25.00000000	88
2026.06.30	12:01:16.110			174270	38.00000000	88
2026.06.30	12:01:16.116			174270	2.00000000	88
2026.06.30	12:01:16.120			174270	8.00000000	88
2026.06.30	12:01:16.120			174270	1.00000000	88
2026.06.30	12:01:16.120			174275	1.00000000	56
2026.06.30	12:01:16.120			174265	2.00000000	88
2026.06.30	12:01:16.120			174270	10.00000000	88
2026.06.30	12:01:16.129			174270	1.00000000	88
2026.06.30	12:01:16.132			174270	4.00000000	88
2026.06.30	12:01:16.134			174270	2.00000000	88
2026.06.30	12:01:16.143			174270	1.00000000	88
2026.06.30	12:01:16.156			174270	2.00000000	88
2026.06.30	12:01:16.159			174275	1.00000000	56
2026.06.30	12:01:16.165			174270	1.00000000	88
2026.06.30	12:01:16.169			174275	1.00000000	56
2026.06.30	12:01:16.189			174275	2.00000000	56
2026.06.30	12:01:16.193			174270	1.00000000	88
2026.06.30	12:01:16.199			174275	6.00000000	56
2026.06.30	12:01:16.216			174270	1.00000000	88
2026.06.30	12:01:16.241			174275	2.00000000	56
2026.06.30	12:01:16.244			174275	13.00000000	56
2026.06.30	12:01:16.244			174280	37.00000000	56
2026.06.30	12:01:16.253			174275	5.00000000	56
2026.06.30	12:01:16.263			174275	1.00000000	56
2026.06.30	12:01:16.270			174275	1.00000000	56
2026.06.30	12:01:16.273			174275	3.00000000	56
2026.06.30	12:01:16.276			174275	10.00000000	56
2026.06.30	12:01:16.279			174270	1.00000000	88
2026.06.30	12:01:16.290			174270	118.00000000	88
2026.06.30	12:01:16.290			174265	2.00000000	88
2026.06.30	12:01:16.290			174265	80.00000000	88
2026.06.30	12:01:16.292			174275	1.00000000	56
2026.06.30	12:01:16.295			174275	3.00000000	56
2026.06.30	12:01:16.308			174275	4.00000000	56
2026.06.30	12:01:16.322			174270	1.00000000	88
2026.06.30	12:01:16.332			174270	1.00000000	88
2026.06.30	12:01:16.337			174275	2.00000000	56
2026.06.30	12:01:16.340			174270	1.00000000	88
2026.06.30	12:01:16.343			174275	3.00000000	56
2026.06.30	12:01:16.353			174270	1.00000000	88
2026.06.30	12:01:16.371			174270	44.00000000	88
2026.06.30	12:01:16.371			174270	16.00000000	88
2026.06.30	12:01:16.372			174265	11.00000000	88
2026.06.30	12:01:16.373			174260	32.00000000	88
2026.06.30	12:01:16.373			174260	24.00000000	88
2026.06.30	12:01:16.373			174255	1.00000000	88
2026.06.30	12:01:16.373			174260	14.00000000	88
2026.06.30	12:01:16.373			174255	11.00000000	88
2026.06.30	12:01:16.373			174260	3.00000000	88
2026.06.30	12:01:16.376			174265	98.00000000	88
2026.06.30	12:01:16.376			174265	24.00000000	88
2026.06.30	12:01:16.378			174270	30.00000000	88
2026.06.30	12:01:16.378			174270	30.00000000	88
2026.06.30	12:01:16.378			174275	6.00000000	56
2026.06.30	12:01:16.409			174270	1.00000000	88
2026.06.30	12:01:16.419			174275	10.00000000	56
2026.06.30	12:01:16.429			174270	1.00000000	88
2026.06.30	12:01:16.441			174275	10.00000000	56
2026.06.30	12:01:16.442			174270	40.00000000	88
2026.06.30	12:01:16.444			174275	2.00000000	56
2026.06.30	12:01:16.455			174275	1.00000000	56
2026.06.30	12:01:16.461			174275	2.00000000	56
2026.06.30	12:01:16.468			174270	15.00000000	88
2026.06.30	12:01:16.472			174270	17.00000000	88
2026.06.30	12:01:16.478			174275	2.00000000	56
2026.06.30	12:01:16.492			174275	3.00000000	56
2026.06.30	12:01:16.495			174270	1.00000000	88
2026.06.30	12:01:16.501			174270	1.00000000	88
2026.06.30	12:01:16.507			174275	2.00000000	56
2026.06.30	12:01:16.537			174270	21.00000000	88
2026.06.30	12:01:16.542			174275	10.00000000	56
2026.06.30	12:01:16.557			174275	1.00000000	56
2026.06.30	12:01:16.566			174275	1.00000000	56
2026.06.30	12:01:16.574			174270	1.00000000	88
2026.06.30	12:01:16.575			174275	5.00000000	56
2026.06.30	12:01:16.575			174275	1.00000000	56
2026.06.30	12:01:16.576			174270	10.00000000	88
2026.06.30	12:01:16.582			174275	5.00000000	56
2026.06.30	12:01:16.584			174270	1.00000000	88
2026.06.30	12:01:16.624			174270	5.00000000	88
2026.06.30	12:01:16.627			174270	20.00000000	88
2026.06.30	12:01:16.652			174275	4.00000000	56
2026.06.30	12:01:16.656			174275	5.00000000	56
2026.06.30	12:01:16.657			174270	1.00000000	88
2026.06.30	12:01:16.664			174275	1.00000000	56
2026.06.30	12:01:16.665			174275	1.00000000	56
2026.06.30	12:01:16.667			174275	12.00000000	56
2026.06.30	12:01:16.667			174275	14.00000000	56
2026.06.30	12:01:16.667			174280	74.00000000	56
2026.06.30	12:01:16.671			174270	1.00000000	88
2026.06.30	12:01:16.672			174275	2.00000000	56
2026.06.30	12:01:16.673			174270	4.00000000	88
2026.06.30	12:01:16.677			174275	2.00000000	56
2026.06.30	12:01:16.681			174270	2.00000000	88
2026.06.30	12:01:16.689			174275	1.00000000	56
2026.06.30	12:01:16.695			174275	1.00000000	56
2026.06.30	12:01:16.722			174270	2.00000000	88
2026.06.30	12:01:16.724			174275	1.00000000	56
2026.06.30	12:01:16.726			174275	1.00000000	56
2026.06.30	12:01:16.737			174275	1.00000000	56
2026.06.30	12:01:16.744			174275	1.00000000	56
2026.06.30	12:01:16.744			174270	1.00000000	88
2026.06.30	12:01:16.746			174275	1.00000000	56
2026.06.30	12:01:16.760			174275	10.00000000	56
2026.06.30	12:01:16.761			174270	1.00000000	88
2026.06.30	12:01:16.761			174275	1.00000000	56
2026.06.30	12:01:16.762			174275	2.00000000	56
2026.06.30	12:01:16.769			174275	1.00000000	56
2026.06.30	12:01:16.776			174270	1.00000000	88
2026.06.30	12:01:16.777			174275	1.00000000	56
2026.06.30	12:01:16.787			174275	3.00000000	56
